bodyMajor,bodyAngle,bodyArea,lh1_x,lh1_y,lh1Major,lh1Angle,lh1Area,rh1_x,rh1_y,rh1Major,rh1Angle,rh1Area,lh2_x,lh2_y,lh2Major,lh2Angle,lh2Area,rh2_x,rh2_y,rh2Major,rh2Angle,rh2Area,Pose 
126,91.364,16627.464,-33,0,70,86.73,5058.62,35,3,66,91.736,4562.184,-6,-36,58,177.039,3462.484,20,1,68,-62.319,4700.432,Hand_on_chin
123,83.967,15845.106,-30,-14,78,98.027,6371.976,39,-16,76,88.493,5969.8,-12,-25,60,-114.444,3770.4,27,-20,71,-72.072,5130.886,Hand_on_chin
118,83.234,14459.484,-30,-16,80,99.345,6535.36,41,-16,74,88.452,5580.192,-13,-23,69,-108.435,4986.354,28,-19,71,-70.292,5130.886,Hand_on_chin
118,82.213,14459.484,-28,-16,78,98.027,6371.976,42,-16,71,90.0,5130.886,-12,-22,69,-108.435,4986.354,29,-19,70,-68.499,5058.62,Hand_on_chin
118,82.755,14459.484,-29,-14,77,99.707,6048.35,39,-13,66,85.668,4562.184,-12,-18,70,-107.403,5058.62,26,-14,66,-71.565,4562.184,Hand_on_chin
110,86.878,12442.32,-25,1,41,88.603,1674.686,27,6,25,78.69,628.4,-6,-13,41,-161.565,1674.686,14,18,54,-67.218,3054.024,Hand_on_chin
106,87.839,11656.82,-26,3,32,86.424,1005.44,25,6,24,73.072,603.264,-6,-11,41,-175.815,1674.686,11,19,53,-66.801,2830.942,Hand_on_chin
106,87.839,11656.82,-26,4,32,88.21,1005.44,24,7,24,73.072,603.264,-6,-11,41,-177.207,1674.686,11,19,51,-68.405,2724.114,Hand_on_chin
137,94.175,19370.43,-63,-6,75,80.036,5891.25,34,-6,65,81.254,4288.83,-31,-39,78,-174.872,6371.976,16,-3,75,-69.179,5891.25,Hand_on_chin
103,91.668,11003.284,-28,-1,33,90.0,1140.546,10,4,27,98.427,763.506,-2,-28,54,158.587,3054.024,-4,15,59,-56.575,3522.182,Hand_on_chin
100,91.718,10368.6,-26,2,27,102.529,763.506,3,8,25,108.435,628.4,-1,-17,44,165.651,1935.472,-10,20,58,-53.326,3462.484,Hand_on_chin
101,93.965,10472.286,-21,1,25,106.26,628.4,19,4,31,114.146,974.02,-7,13,51,-114.075,2724.114,7,-18,39,22.068,1592.994,Hand_on_chin
131,92.622,17698.886,-26,-9,57,103.069,3402.786,36,-9,68,95.042,4700.432,-12,-3,68,-102.619,4700.432,13,-44,52,3.302,2777.528,Hand_on_chin
135,91.273,19087.65,-29,-8,60,106.336,3770.4,34,-8,68,89.157,4700.432,-15,-5,64,-99.752,4222.848,18,-48,33,21.161,1140.546,Hand_on_chin
136,90.843,19229.04,-27,-11,68,107.103,4700.432,34,-8,69,86.682,4986.354,-13,-9,70,-96.52,5058.62,16,-49,35,19.983,1209.67,Hand_on_chin
135,90.424,19087.65,-27,-11,65,106.783,4288.83,35,-7,64,90.0,4222.848,-13,-9,68,-97.539,4700.432,27,-49,26,49.635,653.536,Hand_on_chin
135,90.849,19087.65,-28,-12,66,105.709,4562.184,36,-7,62,93.691,3896.08,-13,-10,67,-99.324,4631.308,33,-48,22,63.435,483.868,Hand_on_chin
134,90.428,18525.232,-28,-12,66,105.709,4562.184,38,-7,63,96.34,4156.866,-14,-11,66,-98.616,4562.184,36,-49,22,61.189,483.868,Hand_on_chin
135,90.849,19087.65,-28,-12,67,105.479,4631.308,37,-7,62,94.611,3896.08,-14,-12,66,-98.616,4562.184,35,-49,23,70.017,505.862,Hand_on_chin
131,85.635,17698.886,-64,-2,70,78.53,5058.62,34,-3,57,104.036,3402.786,-31,-36,79,-179.275,6453.668,26,-5,59,-59.534,3522.182,Hand_on_chin
141,94.057,20822.034,-36,-13,63,104.697,4156.866,44,-11,60,93.814,3770.4,-20,-16,58,-105.945,3462.484,24,-36,45,-12.804,2120.85,Hand_on_chin
139,91.236,20089.948,-27,-16,67,105.479,4631.308,44,-13,65,97.017,4288.83,-15,-13,71,-94.028,5130.886,31,-46,35,0.0,1209.67,Hand_on_chin
140,92.862,20234.48,-28,-15,65,105.101,4288.83,43,-11,65,96.147,4288.83,-14,-9,76,-98.236,5969.8,28,-44,36,1.591,1357.344,Hand_on_chin
140,86.322,20234.48,-33,-10,74,86.906,5580.192,36,-9,63,89.091,4156.866,-6,-47,58,180.0,3462.484,24,-4,77,-73.443,6048.35,Hand_on_chin
137,85.409,19370.43,-34,-10,76,86.987,5969.8,33,-10,63,84.56,4156.866,-7,-51,58,173.118,3462.484,21,-4,77,-76.504,6048.35,Hand_on_chin
137,84.579,19370.43,-35,-11,78,87.064,6371.976,36,-10,63,86.367,4156.866,-7,-52,59,176.121,3522.182,23,-5,76,-73.229,5969.8,Hand_on_chin
143,84.806,21117.382,-33,-7,76,91.507,5969.8,30,-6,63,77.276,4156.866,-16,-14,68,-117.681,4700.432,19,-1,71,-82.776,5130.886,Hand_on_chin
145,84.877,21868.32,-30,-5,75,93.814,5891.25,30,-4,63,75.303,4156.866,-16,-9,71,-109.708,5130.886,19,0,70,-85.101,5058.62,Hand_on_chin
145,85.269,21868.32,-28,-5,74,93.865,5580.192,31,-4,62,76.185,3896.08,-15,-9,69,-107.65,4986.354,20,0,70,-85.101,5058.62,Hand_on_chin
145,85.662,21868.32,-29,-5,74,94.635,5580.192,30,-4,62,75.069,3896.08,-15,-8,71,-107.162,5130.886,19,1,69,-85.03,4986.354,Hand_on_chin
138,83.797,19945.416,-61,3,71,75.379,5130.886,45,6,56,124.249,3167.136,-30,-31,79,-178.55,6453.668,72,4,49,-116.565,2463.328,Hand_on_chin
139,86.295,20089.948,-33,-1,75,93.053,5891.25,30,-1,59,82.278,3522.182,-23,-7,65,-103.191,4288.83,28,8,78,-92.936,6371.976,Hand_on_chin
144,87.614,21717.504,-28,-1,76,96.009,5969.8,31,1,66,83.089,4562.184,-17,-3,73,-100.235,5504.784,23,6,76,-83.991,5969.8,Hand_on_chin
102,90.562,10896.456,-31,1,35,68.499,1209.67,30,1,34,100.008,1175.108,-24,-4,36,-138.366,1357.344,23,-1,36,-56.31,1357.344,Hand_on_chin
100,90.573,10368.6,-25,2,31,77.276,974.02,28,1,36,91.591,1357.344,-21,-5,22,-131.424,483.868,19,1,39,-61.504,1592.994,Hand_on_chin
101,91.134,10472.286,-21,2,30,91.909,942.6,26,0,38,86.987,1432.752,-15,7,41,-105.376,1674.686,18,-1,39,-67.38,1592.994,Hand_on_chin
102,89.438,10896.456,-24,1,41,78.959,1674.686,20,3,35,86.73,1209.67,-17,-7,33,-128.928,1140.546,11,2,37,-64.799,1395.048,Hand_on_chin
99,88.843,10264.914,-23,-2,44,80.961,1935.472,20,2,34,91.685,1175.108,-16,-16,27,-143.973,763.506,12,4,40,-65.323,1633.84,Hand_on_chin
98,88.831,9853.312,-22,-1,45,81.158,2120.85,20,2,35,88.363,1209.67,-16,-15,26,-139.635,653.536,11,3,40,-66.615,1633.84,Hand_on_chin
101,89.433,10472.286,-22,0,44,82.235,1935.472,18,4,34,86.634,1175.108,-15,-12,27,-136.469,763.506,10,5,39,-67.38,1592.994,Hand_on_chin
103,93.334,11003.284,-16,-1,44,99.039,1935.472,27,2,35,86.73,1209.67,-3,-5,40,-119.745,1633.84,14,-26,32,38.66,1005.44,Hand_on_chin
124,85.389,15973.928,-61,-4,70,78.53,5058.62,36,-5,60,99.462,3770.4,-28,-38,80,-178.568,6535.36,28,-7,61,-63.853,3833.24,Hand_on_chin
105,92.726,11546.85,-25,-5,40,104.381,1633.84,40,-8,53,91.081,2830.942,-5,-7,46,-129.806,2167.98,23,-32,34,-8.366,1175.108,Hand_on_chin
104,88.898,11110.112,-20,-2,38,107.969,1432.752,38,-7,51,88.877,2724.114,-1,-5,41,-129.094,1674.686,23,-24,34,-31.827,1175.108,Hand_on_chin
105,90.0,11546.85,-15,-4,41,105.376,1674.686,38,-6,48,91.193,2413.056,0,-5,42,-117.759,1847.496,22,-35,33,18.97,1140.546,Hand_on_chin
105,90.0,11546.85,-15,-4,42,99.462,1847.496,37,-6,46,91.245,2167.98,-1,-4,46,-118.217,2167.98,22,-31,30,9.462,942.6,Hand_on_chin
123,93.257,15845.106,-12,-4,52,106.699,2777.528,40,-5,59,89.029,3522.182,0,-1,55,-99.293,3110.58,23,-45,38,33.275,1432.752,Hand_on_chin
127,94.054,16759.428,-12,-3,56,107.475,3167.136,40,-4,62,89.076,3896.08,-1,-1,58,-95.906,3462.484,23,-47,40,36.87,1633.84,Hand_on_chin
127,92.705,16759.428,-13,-3,58,109.058,3462.484,41,-3,62,88.152,3896.08,0,-1,59,-96.766,3522.182,25,-45,38,36.573,1432.752,Hand_on_chin
127,92.705,16759.428,-12,-3,58,110.898,3462.484,41,-2,63,88.182,4156.866,1,-1,60,-94.764,3770.4,25,-45,38,36.573,1432.752,Hand_on_chin
128,92.684,16891.392,-12,-2,58,109.983,3462.484,41,-2,63,88.182,4156.866,0,1,61,-93.752,3833.24,24,-45,40,34.875,1633.84,Hand_on_chin
129,83.806,17428.674,-40,-13,79,87.825,6453.668,37,-11,74,96.17,5580.192,-33,-23,62,-106.699,3896.08,33,-20,57,-72.824,3402.786,Hand_on_chin
131,86.505,17698.886,-67,-3,73,77.471,5504.784,38,-1,58,107.819,3462.484,-38,-35,74,-174.596,5580.192,29,1,69,-57.907,4986.354,Hand_on_chin
144,82.038,21717.504,-52,-7,80,78.551,6535.36,39,-8,72,101.929,5429.376,-44,-46,31,-176.309,974.02,35,-10,71,-71.313,5130.886,Hand_on_chin
143,81.588,21117.382,-44,-6,84,83.884,7389.984,39,-8,75,99.09,5891.25,-37,-43,25,-156.501,628.4,34,-11,72,-72.316,5429.376,Hand_on_chin
144,81.646,21717.504,-42,-8,86,84.685,7565.936,40,-9,76,99.834,5969.8,-35,-42,27,-142.306,763.506,36,-14,69,-72.35,4986.354,Hand_on_chin
137,81.634,19370.43,-39,-9,86,84.685,7565.936,39,-10,75,99.09,5891.25,-33,-39,32,-126.158,1005.44,34,-15,68,-71.301,4700.432,Hand_on_chin
137,82.047,19370.43,-40,-10,86,84.685,7565.936,39,-10,76,98.973,5969.8,-34,-37,37,-122.005,1395.048,35,-15,68,-72.096,4700.432,Hand_on_chin
126,101.842,16627.464,-14,0,71,72.072,5130.886,38,-8,77,74.358,6048.35,-27,-22,24,-78.232,603.264,9,-16,69,-58.61,4986.354,Hand_on_chin
113,102.693,13136.702,-17,2,61,71.862,3833.24,36,-12,78,73.652,6371.976,-32,-18,21,-58.57,461.874,9,-21,66,-60.362,4562.184,Hand_on_chin
113,95.56,13136.702,-14,-4,56,93.066,3167.136,38,-7,65,82.983,4288.83,-3,-41,26,136.548,653.536,29,-5,70,-81.87,5058.62,Hand_on_chin
115,92.49,13730.54,-17,-6,57,97.989,3402.786,36,-6,63,88.182,4156.866,-2,-43,27,142.306,763.506,32,-3,69,-84.207,4986.354,Hand_on_chin
117,91.469,14336.946,-18,-6,57,97.989,3402.786,37,-5,63,90.909,4156.866,-2,-43,28,143.531,791.784,33,-2,69,-83.387,4986.354,Hand_on_chin
98,85.333,9853.312,-52,15,71,93.225,5130.886,40,14,66,107.613,4562.184,-9,-10,83,-164.805,7041.222,46,18,71,-82.776,5130.886,Hand_on_head
96,84.053,9652.224,-58,16,77,98.13,6048.35,36,16,66,102.995,4562.184,-12,-14,82,-168.147,6956.388,40,18,70,-84.289,5058.62,Hand_on_head
128,97.624,16891.392,-62,2,57,73.78,3402.786,46,12,65,105.101,4288.83,-61,7,67,-105.479,4631.308,42,12,67,-69.146,4631.308,Hand_on_head
108,74.56,12216.096,-43,-2,55,70.907,3110.58,31,34,34,112.109,1175.108,-36,-32,33,164.291,1140.546,29,25,22,-39.472,483.868,Hand_on_head
83,76.13,7041.222,-44,-7,65,72.121,4288.83,34,17,49,101.768,2463.328,-38,-43,33,161.03,1140.546,33,8,31,-65.854,974.02,Hand_on_head
89,71.768,8109.502,-37,-1,65,75.964,4288.83,34,21,47,97.275,2215.11,-36,-40,23,140.194,505.862,33,21,47,-80.34,2215.11,Hand_on_head
70,68.199,5058.62,-38,-4,67,76.373,4631.308,34,13,52,91.102,2777.528,-38,-46,24,131.634,603.264,31,6,38,-79.563,1432.752,Hand_on_head
80,69.528,6535.36,-38,1,69,74.962,4986.354,35,23,38,101.889,1432.752,-37,-41,25,141.34,628.4,35,26,44,-78.44,1935.472,Hand_on_head
60,74.578,3770.4,-35,-3,64,77.471,4222.848,36,14,50,91.146,2513.6,-34,-46,28,124.824,791.784,34,-10,5,-11.31,15.71,Hand_on_head
50,79.796,2513.6,-31,-6,60,79.439,3770.4,36,10,56,91.023,3167.136,-31,-51,33,111.161,1140.546,35,-32,28,83.884,791.784,Hand_on_head
41,77.619,1674.686,-33,-10,61,78.69,3833.24,37,6,54,94.236,3054.024,-30,-54,34,121.827,1175.108,36,-40,38,81.027,1432.752,Hand_on_head
22,87.397,483.868,-33,-20,60,79.439,3770.4,39,0,57,97.989,3402.786,-30,-67,38,117.897,1432.752,40,-48,38,79.563,1432.752,Hand_on_head
19,86.987,358.188,-33,-21,57,78.887,3402.786,38,0,52,94.399,2777.528,-30,-65,37,117.255,1395.048,37,-46,41,80.311,1674.686,Hand_on_head
37,88.452,1395.048,-32,-7,56,78.69,3167.136,39,3,44,99.039,1935.472,-34,-51,33,103.627,1140.546,41,-12,13,-77.005,163.384,Hand_on_head
62,97.352,3896.08,-27,0,32,62.65,1005.44,39,-10,39,104.744,1592.994,-28,0,32,-115.769,1005.44,34,-39,29,43.603,820.062,Hand_on_head
75,97.595,5891.25,-27,-3,34,61.928,1175.108,40,-13,44,103.092,1935.472,-27,-2,34,-117.3,1175.108,36,-48,32,56.31,1005.44,Hand_on_head
82,97.64,6956.388,-20,3,24,63.435,603.264,39,-13,42,108.004,1847.496,-21,5,27,-111.038,763.506,38,-47,32,64.231,1005.44,Hand_on_head
74,70.346,5580.192,-39,-8,53,79.315,2830.942,23,-15,42,100.784,1847.496,-27,-38,34,168.366,1175.108,24,-45,19,72.474,358.188,Hand_on_head
76,66.801,5969.8,-40,-10,60,81.469,3770.4,25,-2,29,112.166,820.062,-26,-48,41,155.898,1674.686,29,1,34,-84.958,1175.108,Hand_on_head
73,68.344,5504.784,-39,-13,68,82.461,4700.432,29,0,29,112.166,820.062,-20,-51,47,170.34,2215.11,33,5,38,-86.987,1432.752,Hand_on_head
74,69.624,5580.192,-40,-17,76,82.504,5969.8,28,-1,29,109.654,820.062,-20,-55,50,180.0,2513.6,33,4,38,-88.493,1432.752,Hand_on_head
84,93.406,7389.984,-33,-8,63,83.66,4156.866,46,-2,63,109.29,4156.866,-26,-23,40,-122.905,1633.84,30,-36,53,9.638,2830.942,Hand_on_head
93,99.866,9058.386,-30,-2,50,82.03,2513.6,49,0,70,109.983,5058.62,-26,1,57,-106.22,3402.786,32,-40,60,13.349,3770.4,Hand_on_head
100,100.305,10368.6,-47,1,53,54.211,2830.942,45,8,50,103.761,2513.6,-69,7,57,-76.931,3402.786,54,-12,11,-120.964,103.686,Hand_on_head
97,88.229,9752.768,-42,-10,48,55.008,2413.056,47,5,69,109.213,4986.354,-50,8,75,-99.09,5891.25,37,-29,43,3.991,1891.484,Hand_on_head
75,99.09,5891.25,-37,1,58,69.102,3462.484,46,15,64,111.801,4222.848,-38,-9,40,-119.745,1633.84,39,-26,44,31.185,1935.472,Hand_on_head
70,98.931,5058.62,-34,1,60,83.346,3770.4,46,16,63,113.318,4156.866,-33,-3,52,-100.886,2777.528,38,-25,47,32.005,2215.11,Hand_on_head
71,98.807,5130.886,-33,1,59,87.089,3522.182,45,18,63,115.346,4156.866,-31,-2,53,-98.584,2830.942,37,-24,49,32.735,2463.328,Hand_on_head
73,99.335,5504.784,-31,1,59,90.971,3522.182,47,17,63,114.963,4156.866,-28,-2,54,-96.34,3054.024,39,-26,50,33.69,2513.6,Hand_on_head
68,118.811,4700.432,-36,-12,94,92.437,9155.788,53,8,89,100.305,8109.502,-34,-22,74,-90.0,5580.192,36,-65,77,49.72,6048.35,Hand_on_head
83,117.181,7041.222,-38,-6,93,94.304,9058.386,54,15,90,99.567,8483.4,-34,-16,73,-90.785,5504.784,35,-60,80,49.554,6535.36,Hand_on_head
85,116.267,7477.96,-41,-9,94,93.652,9155.788,52,17,89,100.305,8109.502,-38,-18,75,-89.236,5891.25,35,-55,75,47.675,5891.25,Hand_on_head
87,116.565,7927.266,-42,-9,96,94.764,9652.224,52,18,91,100.697,8577.66,-37,-19,76,-90.754,5969.8,35,-55,75,47.675,5891.25,Hand_on_head
93,116.841,9058.386,-40,-9,99,95.194,10264.914,52,19,92,101.189,8671.92,-36,-20,77,-90.0,6048.35,36,-55,75,47.675,5891.25,Hand_on_head
125,99.612,16102.75,-61,-10,56,79.875,3167.136,48,3,73,104.982,5504.784,-59,4,84,-99.574,7389.984,41,2,76,-65.12,5969.8,Hand_on_head
85,114.775,7477.96,-56,-10,92,96.203,8671.92,51,16,88,102.458,8018.384,-62,-18,78,-72.951,6371.976,34,-52,72,44.444,5429.376,Hand_on_head
89,118.56,8109.502,-52,-10,94,97.275,9155.788,52,17,90,102.184,8483.4,-65,-19,84,-63.13,7389.984,33,-54,78,44.484,6371.976,Hand_on_head
95,118.706,9253.19,-48,-10,97,98.297,9752.768,49,19,91,103.276,8577.66,-50,-18,82,-77.32,6956.388,33,-54,77,46.577,6048.35,Hand_on_head
99,120.174,10264.914,-48,-11,94,98.561,9155.788,48,18,91,104.49,8577.66,-47,-16,83,-81.773,7041.222,33,-55,77,46.577,6048.35,Hand_on_head
100,118.61,10368.6,-47,-13,93,99.866,9058.386,49,17,92,103.736,8671.92,-45,-15,87,-81.501,7927.266,33,-56,77,46.042,6048.35,Hand_on_head
98,119.168,9853.312,-45,-15,90,98.219,8483.4,49,18,92,103.736,8671.92,-44,-17,86,-82.711,7565.936,34,-56,79,48.066,6453.668,Hand_on_head
97,120.256,9752.768,-45,-15,92,97.431,8671.92,49,18,93,102.995,9058.386,-45,-17,87,-82.147,7927.266,33,-58,80,48.545,6535.36,Hand_on_head
100,119.887,10368.6,-44,-20,84,96.789,7389.984,49,17,93,104.931,9058.386,-47,-18,89,-79.066,8109.502,35,-58,80,48.545,6535.36,Hand_on_head
99,120.669,10264.914,-44,-20,84,94.764,7389.984,49,16,93,104.931,9058.386,-49,-18,88,-79.579,8018.384,35,-58,79,48.066,6453.668,Hand_on_head
97,120.763,9752.768,-44,-20,85,94.038,7477.96,49,15,93,105.524,9058.386,-49,-19,89,-79.695,8109.502,35,-59,78,47.579,6371.976,Hand_on_head
129,99.752,17428.674,-60,-8,55,78.486,3110.58,47,8,68,112.426,4700.432,-60,4,78,-98.746,6371.976,44,5,66,-61.113,4562.184,Hand_on_head
109,117.269,12329.208,-40,-12,79,86.379,6453.668,51,15,87,105.313,7927.266,-54,-8,90,-75.353,8483.4,38,-51,68,45.591,4700.432,Hand_on_head
107,122.8,11766.79,-37,-16,84,91.364,7389.984,54,16,93,107.464,9058.386,-50,-14,92,-71.761,8671.92,42,-56,76,46.061,5969.8,Hand_on_head
104,124.452,11110.112,-37,-16,83,94.135,7041.222,54,16,95,107.103,9253.19,-48,-15,90,-71.365,8483.4,41,-58,77,46.042,6048.35,Hand_on_head
106,79.216,11656.82,-68,-3,81,79.38,6871.554,36,-3,82,100.491,6956.388,-51,-59,59,146.575,3522.182,41,-6,76,-86.987,5969.8,Hand_on_head
113,75.719,13136.702,-64,4,90,77.196,8483.4,36,-12,83,94.135,7041.222,-48,-60,66,141.746,4562.184,39,-11,86,-89.334,7565.936,Hand_on_head
112,74.476,13020.448,-62,9,92,75.665,8671.92,37,-15,83,92.07,7041.222,-47,-59,70,138.434,5058.62,38,-15,84,-89.318,7389.984,Hand_on_head
114,72.676,13611.144,-60,12,94,74.055,9155.788,37,-16,84,92.045,7389.984,-48,-58,70,135.579,5058.62,38,-15,85,-89.326,7477.96,Hand_on_head
116,72.031,13849.936,-58,13,95,73.644,9253.19,39,-12,83,92.07,7041.222,-46,-58,72,136.123,5429.376,40,-11,85,-89.326,7477.96,Hand_on_head
117,71.102,14336.946,-57,14,96,72.504,9652.224,40,-13,84,92.045,7389.984,-45,-57,72,136.668,5429.376,41,-12,86,-89.334,7565.936,Hand_on_head
119,70.959,14582.022,-57,16,95,71.754,9253.19,40,-11,84,91.364,7389.984,-46,-56,73,133.898,5504.784,41,-10,85,-90.0,7477.96,Hand_on_head
126,93.18,16627.464,-56,6,64,63.435,4222.848,52,6,55,95.194,3110.58,-61,12,71,-106.164,5130.886,39,10,69,-64.537,4986.354,Hand_on_head
136,68.902,19229.04,-60,13,77,64.093,6048.35,42,-17,80,86.424,6535.36,-46,-52,86,135.0,7565.936,41,-15,84,-92.045,7389.984,Hand_on_head
133,68.438,18386.984,-54,21,81,66.251,6871.554,45,-11,81,89.293,6871.554,-42,-50,87,130.389,7927.266,45,-10,84,-90.682,7389.984,Hand_on_head
118,76.316,14459.484,57,65,76,-108.199,5969.8,-32,53,33,-47.386,1140.546,52,97,36,14.421,1357.344,-39,66,9,-167.471,84.834,Hand_on_head
51,61.928,2724.114,-25,21,90,69.37,8483.4,46,2,101,86.035,10472.286,-22,-47,62,126.501,3896.08,48,-7,84,-98.13,7389.984,Hand_on_head
77,83.333,6048.35,-30,1,70,59.452,5058.62,61,-2,47,103.449,2215.11,-23,-50,64,140.648,4222.848,51,-40,43,45.939,1891.484,Hand_on_head
70,81.87,5058.62,-35,-7,66,57.995,4562.184,55,-5,50,113.499,2513.6,-26,-52,63,146.56,4156.866,47,-47,53,47.291,2830.942,Hand_on_head
49,87.663,2463.328,-21,-9,50,86.566,2513.6,48,-11,49,120.174,2463.328,-11,-52,44,122.969,1935.472,42,-51,52,45.0,2777.528,Hand_on_head
73,85.301,5504.784,33,-3,51,115.084,2724.114,21,-6,52,127.304,2777.528,30,-46,47,53.616,2215.11,28,-46,42,63.435,1847.496,Hand_on_head
49,84.174,2463.328,-20,-17,54,68.587,3054.024,31,-19,61,136.975,3833.24,-8,-62,57,138.532,3402.786,36,-60,52,49.635,2777.528,Hand_on_head
38,83.991,1432.752,37,3,51,114.075,2724.114,-2,-2,43,117.15,1891.484,32,-40,48,51.71,2413.056,8,-40,36,90.0,1357.344,Hand_on_head
102,80.998,10896.456,-9,39,40,-59.036,1633.84,47,39,48,-125.676,2413.056,-6,66,33,-144.866,1140.546,40,66,44,-20.854,1935.472,Hand_on_head
91,79.919,8577.66,30,17,26,158.199,653.536,40,42,59,-126.098,3522.182,28,-17,64,64.231,4222.848,38,6,125,72.429,16102.75,Hand_on_head
45,74.745,2120.85,10,28,11,-116.565,103.686,35,-10,34,166.759,1175.108,8,42,18,-64.799,339.336,33,-30,49,40.101,2463.328,Hand_on_head
34,103.241,1175.108,18,11,15,148.392,235.65,22,-15,31,122.196,974.02,24,-25,64,90.0,4222.848,26,-51,44,79.695,1935.472,Hand_on_head
41,92.793,1674.686,15,-2,38,114.567,1432.752,22,-23,34,112.109,1175.108,22,-43,46,86.269,2167.98,25,-60,43,80.754,1891.484,Hand_on_head
116,90.0,13849.936,-32,42,44,-31.185,1935.472,43,-5,62,94.611,3896.08,-31,68,49,-144.058,2463.328,38,-63,55,75.466,3110.58,Hand_on_head
136,90.421,19229.04,-38,50,47,-36.384,2215.11,46,4,61,94.686,3833.24,-37,81,51,-140.477,2724.114,39,-53,55,71.241,3110.58,Hand_on_head
138,93.318,19945.416,-34,4,56,69.326,3167.136,51,58,52,-112.62,2777.528,-29,-38,42,135.0,1847.496,39,90,46,-18.825,2167.98,Hand_on_head
141,94.461,20822.034,-35,0,61,73.926,3833.24,50,63,55,-114.274,3110.58,-28,-45,43,135.0,1891.484,37,96,51,-18.083,2724.114,Hand_on_head
144,94.764,21717.504,-36,-1,63,75.303,4156.866,50,64,55,-117.031,3110.58,-28,-46,41,137.911,1674.686,36,97,54,-18.104,3054.024,Hand_on_head
98,103.473,9853.312,-32,9,77,88.512,6048.35,49,15,89,95.774,8109.502,-31,4,67,-93.417,4631.308,18,-41,73,18.189,5504.784,Hand_on_head
129,90.888,17428.674,-43,55,39,-70.641,1592.994,44,55,44,-127.648,1935.472,-33,84,40,-147.095,1633.84,32,80,52,-16.699,2777.528,Hand_on_head
107,106.75,11766.79,-35,12,59,88.059,3522.182,48,6,90,95.711,8483.4,-34,22,80,-92.862,6535.36,18,-52,74,21.371,5580.192,Hand_on_head
97,109.733,9752.768,-36,12,67,88.29,4631.308,46,11,94,93.045,9155.788,-35,17,77,-92.231,6048.35,14,-49,72,20.925,5429.376,Hand_on_head
86,113.025,7565.936,-35,15,67,90.0,4631.308,45,13,94,92.437,9155.788,-33,18,74,-92.322,5580.192,13,-46,72,20.186,5429.376,Hand_on_head
85,112.671,7477.96,-35,14,68,91.685,4700.432,45,14,94,91.828,9155.788,-33,17,73,-91.569,5504.784,13,-45,70,19.983,5058.62,Hand_on_head
92,112.145,8671.92,-33,14,68,90.843,4700.432,45,14,93,91.848,9058.386,-32,15,70,-90.818,5058.62,13,-45,70,20.746,5058.62,Hand_on_head
91,112.62,8577.66,-33,16,67,90.855,4631.308,45,14,94,91.828,9155.788,-32,16,68,-91.685,4700.432,13,-45,70,20.746,5058.62,Hand_on_head
92,112.145,8671.92,-33,12,68,90.843,4700.432,45,13,94,91.828,9155.788,-33,8,60,-89.045,3770.4,13,-46,70,20.746,5058.62,Hand_on_head
92,112.145,8671.92,-34,12,67,90.855,4631.308,44,13,94,91.828,9155.788,-34,7,58,-89.012,3462.484,12,-46,71,20.462,5130.886,Hand_on_head
95,112.249,9253.19,-34,13,68,88.315,4700.432,45,14,94,91.828,9155.788,-34,8,58,-90.988,3462.484,13,-45,71,19.708,5130.886,Hand_on_head
103,87.221,11003.284,-42,5,76,93.013,5969.8,26,3,87,85.4,7927.266,-36,0,65,-97.017,4288.83,15,-7,68,-78.198,4700.432,Hand_on_head
99,87.109,10264.914,-25,-1,56,101.31,3167.136,38,9,64,100.784,4222.848,-20,5,67,-89.145,4631.308,24,-29,42,18.004,1847.496,Hand_on_head
120,88.091,15081.6,-31,5,68,94.205,4700.432,33,-7,72,89.204,5429.376,-26,-4,50,-95.711,2513.6,22,-12,64,-71.847,4222.848,Hand_on_head
125,87.709,16102.75,-34,-4,79,92.175,6453.668,30,-12,78,86.332,6371.976,-29,-11,66,-96.911,4562.184,20,-14,74,-79.144,5580.192,Hand_on_head
113,89.493,13136.702,-33,3,75,92.291,5891.25,31,-9,74,85.365,5580.192,-27,-3,64,-98.005,4222.848,25,-3,85,-85.962,7477.96,Hand_on_head
147,89.221,22631.826,-43,56,43,-58.134,1891.484,44,57,50,-113.499,2513.6,-36,81,40,-159.775,1633.84,34,86,41,-16.699,1674.686,Hand_on_head
148,89.613,22785.784,-45,57,46,-55.62,2167.98,46,58,52,-118.523,2777.528,-36,84,46,-161.175,2167.98,36,87,46,-13.736,2167.98,Hand_on_head
148,90.0,22785.784,-43,57,45,-53.881,2120.85,46,59,52,-119.476,2777.528,-35,84,47,-158.875,2215.11,36,88,47,-13.449,2215.11,Hand_on_head
148,90.0,22785.784,-43,56,45,-53.881,2120.85,46,58,52,-118.523,2777.528,-35,83,47,-158.875,2215.11,35,87,47,-14.621,2215.11,Hand_on_head
141,90.0,20822.034,-41,60,53,-61.991,2830.942,46,8,50,119.604,2513.6,-33,92,45,-157.964,2120.85,42,-35,53,51.843,2830.942,Hand_on_head
140,90.818,20234.48,-40,59,53,-61.991,2830.942,45,2,56,113.86,3167.136,-32,91,44,-157.479,1935.472,42,-42,46,52.883,2167.98,Hand_on_head
138,90.83,19945.416,-40,58,53,-63.435,2830.942,43,1,57,112.543,3402.786,-32,90,42,-159.444,1847.496,41,-44,44,54.162,1935.472,Hand_on_head
