bodyMajor,bodyAngle,bodyArea,lh1_x,lh1_y,lh1Major,lh1Angle,lh1Area,rh1_x,rh1_y,rh1Major,rh1Angle,rh1Area,lh2_x,lh2_y,lh2Major,lh2Angle,lh2Area,rh2_x,rh2_y,rh2Major,rh2Angle,rh2Area,Pose 
134,80.608,18525.232,-47,19,42,43.091,1847.496,33,-18,68,100.154,4700.432,-70,31,56,-74.476,3167.136,44,-85,67,97.651,4631.308,Hand_raised
139,78.851,20089.948,-51,25,44,34.046,1935.472,30,-20,67,95.964,4631.308,-78,39,56,-73.496,3167.136,36,-87,67,95.117,4631.308,Hand_raised
139,78.449,20089.948,-51,25,44,32.276,1935.472,30,-20,68,93.366,4700.432,-78,40,56,-72.525,3167.136,35,-88,68,94.205,4700.432,Hand_raised
138,78.366,19945.416,-51,26,45,31.608,2120.85,30,-19,68,93.366,4700.432,-79,41,56,-72.525,3167.136,34,-86,67,93.417,4631.308,Hand_raised
138,78.771,19945.416,-52,26,44,31.185,1935.472,30,-19,67,93.417,4631.308,-79,41,56,-73.496,3167.136,34,-85,65,93.521,4288.83,Hand_raised
138,78.771,19945.416,-52,26,44,31.185,1935.472,30,-20,66,92.603,4562.184,-79,41,56,-73.496,3167.136,34,-85,64,94.467,4222.848,Hand_raised
138,78.771,19945.416,-52,25,44,31.185,1935.472,30,-19,65,92.643,4288.83,-79,41,57,-73.78,3402.786,34,-83,63,94.538,4156.866,Hand_raised
138,77.876,19945.416,-53,25,44,32.276,1935.472,29,-20,66,92.603,4562.184,-80,41,57,-73.78,3402.786,33,-85,64,95.356,4222.848,Hand_raised
133,73.465,18386.984,-50,59,47,-26.03,2215.11,27,-19,65,89.119,4288.83,-81,96,57,-70.615,3402.786,29,-87,70,94.086,5058.62,Hand_raised
107,86.257,11766.79,-36,4,51,64.916,2724.114,40,-4,50,102.653,2513.6,-36,-25,24,155.556,603.264,42,-11,36,-80.538,1357.344,Hand_raised
114,72.676,13611.144,-44,45,42,-26.565,1847.496,31,-29,64,90.895,4222.848,-64,80,51,-86.634,2724.114,28,-96,70,85.101,5058.62,Hand_raised
117,70.017,14336.946,-47,52,47,-29.291,2215.11,28,-27,63,90.0,4156.866,-74,90,55,-76.464,3110.58,27,-94,70,88.363,5058.62,Hand_raised
119,69.894,14582.022,-49,57,48,-30.763,2413.056,28,-26,63,89.091,4156.866,-79,95,55,-70.907,3110.58,27,-94,72,89.204,5429.376,Hand_raised
122,69.937,15332.96,-48,59,49,-30.174,2463.328,28,-24,63,88.182,4156.866,-80,98,56,-69.326,3167.136,27,-90,69,90.0,4986.354,Hand_raised
124,70.253,15973.928,-48,60,49,-30.174,2463.328,28,-24,62,88.152,3896.08,-80,98,56,-68.009,3167.136,27,-89,69,90.0,4986.354,Hand_raised
123,71.125,15845.106,-48,61,49,-30.174,2463.328,28,-23,63,88.182,4156.866,-80,99,56,-68.009,3167.136,28,-89,68,90.843,4700.432,Hand_raised
120,106.336,15081.6,-23,-16,68,73.94,4700.432,57,49,42,-159.444,1847.496,-41,-89,81,78.69,6871.554,88,84,58,-110.898,3462.484,Hand_raised
126,109.44,16627.464,-22,-24,74,79.144,5580.192,58,54,45,-161.966,2120.85,-37,-93,66,76.171,4562.184,92,90,63,-113.318,4156.866,Hand_raised
127,108.293,16759.428,-24,-22,66,81.384,4562.184,54,55,49,-162.3,2463.328,-38,-91,74,75.964,5580.192,90,90,60,-115.301,3770.4,Hand_raised
129,108.997,17428.674,-24,-23,66,83.946,4562.184,52,55,49,-164.846,2463.328,-37,-89,68,74.745,4700.432,89,90,63,-114.146,4156.866,Hand_raised
119,94.325,14582.022,-31,53,44,-99.039,1935.472,33,9,43,130.314,1891.484,-28,89,27,-90.0,763.506,40,-27,40,68.459,1633.84,Hand_raised
105,92.726,11546.85,-38,0,43,87.337,1891.484,33,-1,46,114.341,2167.98,-28,-27,24,153.435,603.264,39,-10,23,-75.379,505.862,Hand_raised
103,92.224,11003.284,-38,-7,51,85.515,2724.114,33,-3,48,110.695,2413.056,-26,-38,29,157.834,820.062,40,-8,35,-85.101,1209.67,Hand_raised
104,92.203,11110.112,-36,-7,49,84.174,2463.328,33,-4,50,105.945,2513.6,-27,-38,26,153.435,653.536,39,-11,36,-86.82,1357.344,Hand_raised
105,92.182,11546.85,-35,-7,46,83.797,2167.98,34,-5,50,106.26,2513.6,-27,-36,24,148.241,603.264,40,-11,35,-86.73,1209.67,Hand_raised
119,87.594,14582.022,-39,-6,57,75.964,3402.786,39,-6,56,99.13,3167.136,-27,-41,39,157.932,1592.994,37,-5,59,-77.367,3522.182,Hand_raised
123,86.279,15845.106,-37,-5,58,75.256,3462.484,41,-6,57,101.113,3402.786,-26,-41,39,157.932,1592.994,38,-4,62,-74.181,3896.08,Hand_raised
124,86.769,15973.928,-37,-3,59,74.32,3522.182,42,-5,57,101.113,3402.786,-26,-39,40,158.459,1633.84,39,-3,62,-74.181,3896.08,Hand_raised
124,86.769,15973.928,-36,-4,59,73.393,3522.182,41,-5,57,99.951,3402.786,-27,-40,37,158.199,1395.048,38,-4,62,-75.069,3896.08,Hand_raised
124,85.849,15973.928,-37,-5,61,73.034,3833.24,42,-6,57,98.973,3402.786,-28,-41,37,161.565,1395.048,38,-4,64,-75.53,4222.848,Hand_raised
124,85.849,15973.928,-37,-5,61,73.034,3833.24,41,-6,57,99.951,3402.786,-28,-41,37,161.565,1395.048,38,-4,64,-75.53,4222.848,Hand_raised
126,85.914,16627.464,-42,14,36,42.797,1357.344,38,-11,56,95.102,3167.136,-46,34,68,-106.06,4700.432,33,-45,19,42.879,358.188,Hand_raised
142,88.79,20969.708,-45,55,54,-57.771,3054.024,35,-11,58,90.988,3462.484,-64,103,49,-80.727,2463.328,27,-50,26,49.635,653.536,Hand_raised
144,89.602,21717.504,-45,58,54,-61.557,3054.024,32,-11,58,89.012,3462.484,-60,108,51,-85.515,2724.114,26,-51,24,63.435,603.264,Hand_raised
146,88.823,22019.136,-46,61,59,-61.699,3522.182,31,-10,57,87.99,3402.786,-61,113,52,-86.698,2777.528,25,-50,25,64.44,628.4,Hand_raised
145,88.42,21868.32,-58,33,46,-6.203,2167.98,38,-9,57,93.013,3402.786,-74,59,50,-106.26,2513.6,34,-40,11,26.565,103.686,Hand_raised
146,88.431,22019.136,-58,20,48,19.179,2413.056,40,-8,57,93.013,3402.786,-75,44,65,-100.62,4288.83,42,-38,2,116.565,0.0,Hand_raised
147,88.831,22631.826,-59,17,50,23.499,2513.6,40,-9,56,95.102,3167.136,-76,41,69,-100.008,4986.354,47,-49,26,111.801,653.536,Hand_raised
150,89.236,23565.0,-58,19,51,24.075,2724.114,40,-7,57,94.014,3402.786,-75,44,72,-100.376,5429.376,49,-51,34,114.305,1175.108,Hand_raised
150,89.236,23565.0,-58,18,52,22.203,2777.528,40,-8,59,93.879,3522.182,-76,44,73,-100.235,5504.784,49,-54,34,113.629,1175.108,Hand_raised
146,92.745,22019.136,-45,-13,64,69.027,4222.848,55,44,40,-138.013,1633.84,-50,-48,17,139.764,267.07,65,88,61,-80.69,3833.24,Hand_raised
144,93.18,21717.504,-40,-17,62,76.185,3896.08,57,48,46,-136.736,2167.98,-38,-54,23,145.62,505.862,68,95,62,-77.969,3896.08,Hand_raised
130,86.479,17563.78,-42,2,44,57.031,1935.472,42,-4,51,107.021,2724.114,-47,21,77,-100.437,6048.35,42,-43,31,61.821,974.02,Hand_raised
140,88.772,20234.48,-50,7,51,47.353,2724.114,30,-4,54,93.18,3054.024,-68,22,67,-90.0,4631.308,31,-50,38,90.0,1432.752,Hand_raised
144,90.0,21717.504,-51,8,52,48.094,2777.528,30,-5,59,90.971,3522.182,-69,22,67,-90.0,4631.308,33,-57,44,96.483,1935.472,Hand_raised
148,90.387,22785.784,-52,7,52,49.635,2777.528,29,-6,58,90.0,3462.484,-69,21,67,-90.0,4631.308,33,-56,42,99.462,1847.496,Hand_raised
149,90.385,22939.742,-53,6,51,51.34,2724.114,28,-7,58,90.0,3462.484,-69,20,67,-90.0,4631.308,32,-56,41,101.041,1674.686,Hand_raised
150,90.0,23565.0,-53,7,51,51.34,2724.114,29,-6,58,90.0,3462.484,-68,21,68,-91.685,4700.432,33,-55,41,99.689,1674.686,Hand_raised
150,90.382,23565.0,-53,7,51,51.34,2724.114,29,-6,59,89.029,3522.182,-68,21,68,-91.685,4700.432,30,-55,39,95.856,1592.994,Hand_raised
151,90.0,23722.1,-52,7,51,51.34,2724.114,30,-6,59,89.029,3522.182,-67,22,69,-91.66,4986.354,31,-55,38,94.514,1432.752,Hand_raised
150,90.764,23565.0,-45,-8,62,72.429,3896.08,46,4,49,122.735,2463.328,-48,-48,24,124.992,603.264,59,14,62,-90.0,3896.08,Hand_raised
150,91.146,23565.0,-43,-11,63,76.399,4156.866,49,6,51,127.093,2724.114,-44,-52,25,123.69,628.4,64,17,64,-89.105,4222.848,Hand_raised
150,91.528,23565.0,-42,-11,62,76.185,3896.08,52,7,51,130.236,2724.114,-42,-52,25,125.538,628.4,67,18,61,-87.184,3833.24,Hand_raised
132,86.964,18248.736,-45,9,39,49.086,1592.994,39,-5,51,103.496,2724.114,-50,29,70,-103.055,5058.62,40,-41,25,64.44,628.4,Hand_raised
139,87.528,20089.948,-52,9,50,40.972,2513.6,35,-7,55,85.84,3110.58,-69,28,71,-93.225,5130.886,36,-52,34,98.366,1175.108,Hand_raised
143,88.398,21117.382,-54,8,53,41.987,2830.942,35,-9,56,81.87,3167.136,-72,26,71,-92.42,5130.886,34,-52,30,101.31,942.6,Hand_raised
146,88.823,22019.136,-54,8,53,42.709,2830.942,35,-9,56,81.87,3167.136,-73,26,71,-91.614,5130.886,34,-50,27,100.491,763.506,Hand_raised
147,88.831,22631.826,-55,8,53,43.493,2830.942,34,-10,56,81.87,3167.136,-73,25,71,-92.42,5130.886,32,-50,25,96.843,628.4,Hand_raised
140,88.363,20234.48,-33,-9,64,84.644,4222.848,37,-9,56,92.045,3167.136,-32,-3,76,-95.262,5969.8,32,-47,23,56.976,505.862,Hand_raised
140,87.955,20234.48,-32,-11,68,87.474,4700.432,39,-10,58,92.961,3462.484,-30,-8,73,-95.477,5504.784,32,-49,26,49.635,653.536,Hand_raised
139,88.352,20089.948,-33,-9,67,86.583,4631.308,39,-9,56,95.102,3167.136,-30,-7,71,-97.224,5130.886,32,-46,25,45.0,628.4,Hand_raised
138,89.585,19945.416,-35,-8,65,86.479,4288.83,37,-7,55,97.253,3110.58,-32,-6,69,-97.431,4986.354,31,-43,24,43.363,603.264,Hand_raised
138,89.585,19945.416,-34,-8,65,86.479,4288.83,36,-6,55,98.276,3110.58,-32,-6,69,-96.613,4986.354,32,-43,24,46.637,603.264,Hand_raised
138,89.585,19945.416,-34,-9,64,87.316,4222.848,36,-6,55,98.276,3110.58,-32,-6,70,-96.52,5058.62,32,-43,25,48.18,628.4,Hand_raised
131,87.814,17698.886,-42,14,31,52.765,974.02,36,-10,52,97.667,2777.528,-42,35,69,-106.621,4986.354,31,-46,27,51.009,763.506,Hand_raised
134,87.863,18525.232,-36,-5,57,82.999,3402.786,37,-8,53,97.524,2830.942,-34,2,72,-99.593,5429.376,32,-45,26,49.635,653.536,Hand_raised
133,88.277,18386.984,-36,-8,59,81.327,3522.182,30,-8,61,87.184,3833.24,-35,-56,37,106.991,1395.048,28,-12,54,-88.939,3054.024,Hand_raised
133,88.277,18386.984,-36,-9,60,79.439,3770.4,29,-10,66,85.668,4562.184,-36,-57,38,107.969,1432.752,27,-13,60,-91.909,3770.4,Hand_raised
132,88.698,18248.736,-38,-10,58,80.218,3462.484,43,24,26,160.201,653.536,-37,-57,38,106.557,1432.752,49,53,68,-79.019,4700.432,Hand_raised
132,89.132,18248.736,-38,-10,57,80.049,3402.786,44,26,31,165.069,974.02,-37,-58,39,106.144,1592.994,52,54,65,-77.661,4288.83,Hand_raised
131,90.0,17698.886,-38,-11,57,80.049,3402.786,44,26,31,165.069,974.02,-37,-59,39,106.144,1592.994,53,54,64,-78.341,4222.848,Hand_raised
130,90.441,17563.78,-39,-11,56,79.875,3167.136,43,26,31,165.069,974.02,-38,-58,39,106.144,1592.994,52,53,62,-78.871,3896.08,Hand_raised
130,90.441,17563.78,-39,-11,56,79.875,3167.136,43,26,30,166.866,942.6,-38,-58,40,105.751,1633.84,52,54,64,-78.341,4222.848,Hand_raised
122,91.878,15332.96,-36,-12,53,80.362,2830.942,42,57,49,-124.33,2463.328,-36,-60,43,103.392,1891.484,52,103,52,-80.181,2777.528,Hand_raised
121,92.366,15207.28,-35,-13,52,80.181,2777.528,42,58,51,-123.071,2724.114,-35,-59,42,103.707,1847.496,52,107,56,-81.87,3167.136,Hand_raised
124,90.924,15973.928,-37,-15,60,77.574,3770.4,42,62,53,-115.602,2830.942,-37,-53,20,129.094,377.04,52,112,52,-87.797,2777.528,Hand_raised
124,90.924,15973.928,-36,-12,58,79.077,3462.484,42,56,47,-118.706,2215.11,-36,-60,40,107.103,1633.84,52,103,52,-87.797,2777.528,Hand_raised
124,90.924,15973.928,-34,-11,56,80.87,3167.136,42,57,48,-117.096,2413.056,-32,-59,43,107.592,1891.484,52,105,54,-86.82,3054.024,Hand_raised
124,90.462,15973.928,-34,-9,55,80.707,3110.58,42,57,49,-116.565,2463.328,-31,-58,44,109.654,1935.472,52,107,56,-86.934,3167.136,Hand_raised
124,90.462,15973.928,-35,-9,55,81.724,3110.58,41,57,50,-115.56,2513.6,-31,-59,46,108.825,2167.98,51,108,55,-86.878,3110.58,Hand_raised
124,90.0,15973.928,-33,-10,54,80.538,3054.024,42,56,49,-116.565,2463.328,-30,-59,47,108.435,2215.11,52,107,57,-86.987,3402.786,Hand_raised
129,89.556,17428.674,-27,-8,60,97.595,3770.4,37,0,56,102.308,3167.136,-20,-12,52,-95.492,2777.528,27,-42,42,41.186,1847.496,Hand_raised
130,89.119,17563.78,-25,-8,62,100.061,3896.08,37,-4,58,98.82,3462.484,-18,-9,59,-93.879,3522.182,24,-45,42,36.327,1847.496,Hand_raised
130,90.0,17563.78,-25,-7,62,101.129,3896.08,37,-4,57,97.001,3402.786,-17,-8,60,-92.862,3770.4,21,-44,45,30.53,2120.85,Hand_raised
129,89.556,17428.674,-26,-9,62,100.061,3896.08,36,-6,58,94.927,3462.484,-19,-10,60,-92.862,3770.4,19,-46,44,31.185,1935.472,Hand_raised
129,89.556,17428.674,-27,-9,63,100.954,4156.866,36,-6,57,93.013,3402.786,-19,-11,58,-92.961,3462.484,19,-47,43,33.69,1891.484,Hand_raised
126,90.0,16627.464,-36,-16,62,79.939,3896.08,38,60,45,-102.804,2120.85,-35,-43,15,-148.392,235.65,42,108,51,-87.754,2724.114,Hand_raised
127,90.0,16759.428,-27,-11,61,97.472,3833.24,38,-3,54,98.427,3054.024,-21,-16,52,-93.302,2777.528,27,-43,41,41.055,1674.686,Hand_raised
128,89.105,16891.392,-26,-9,61,100.222,3833.24,37,-6,59,95.807,3522.182,-19,-11,57,-93.013,3402.786,21,-48,45,33.341,2120.85,Hand_raised
128,89.105,16891.392,-25,-8,62,101.129,3896.08,37,-7,58,93.945,3462.484,-17,-10,57,-93.013,3402.786,19,-47,46,29.899,2167.98,Hand_raised
130,88.678,17563.78,-26,-8,61,101.31,3833.24,37,-6,59,92.911,3522.182,-18,-8,59,-92.911,3522.182,18,-47,46,28.217,2167.98,Hand_raised
141,84.33,20822.034,-33,0,60,87.138,3770.4,42,-3,55,100.305,3110.58,-24,4,71,-107.162,5130.886,29,-42,43,30.735,1891.484,Hand_raised
143,84.012,21117.382,-34,0,60,84.289,3770.4,42,-3,56,100.125,3167.136,-24,4,72,-110.186,5429.376,29,-42,42,32.574,1847.496,Hand_raised
144,85.236,21717.504,-33,1,60,83.346,3770.4,44,-2,58,100.923,3462.484,-24,5,72,-110.186,5429.376,31,-42,43,31.866,1891.484,Hand_raised
143,84.806,21117.382,-35,1,59,82.278,3522.182,43,-3,59,101.689,3522.182,-26,4,70,-111.501,5058.62,30,-43,44,31.185,1935.472,Hand_raised
138,84.207,19945.416,-51,37,35,-6.52,1209.67,42,-4,58,100.923,3462.484,-53,72,72,-115.159,5429.376,30,-45,42,36.327,1847.496,Hand_raised
137,83.752,19370.43,-53,38,37,-7.696,1395.048,41,-6,56,100.125,3167.136,-57,73,71,-114.044,5130.886,30,-47,42,38.234,1847.496,Hand_raised
132,88.264,18248.736,-41,-6,60,71.565,3770.4,43,57,51,-110.556,2724.114,-42,-39,19,156.038,358.188,47,108,53,-79.315,2830.942,Hand_raised
133,83.991,18386.984,-50,31,31,-3.691,974.02,42,6,48,103.173,2413.056,-54,64,68,-110.556,4700.432,36,-32,36,50.599,1357.344,Hand_raised
135,83.241,19087.65,-53,33,34,-3.366,1175.108,41,-2,57,99.951,3402.786,-57,69,74,-110.376,5580.192,32,-45,40,46.005,1633.84,Hand_raised
135,84.5,19087.65,-54,34,35,-4.899,1209.67,41,-4,58,98.82,3462.484,-58,69,73,-111.656,5504.784,30,-47,41,43.025,1674.686,Hand_raised
136,84.54,19229.04,-54,35,36,-3.18,1357.344,41,-3,57,99.951,3402.786,-58,71,74,-111.371,5580.192,31,-46,42,43.091,1847.496,Hand_raised
136,84.123,19229.04,-53,35,36,-3.18,1357.344,42,-3,57,99.951,3402.786,-57,71,74,-111.371,5580.192,31,-46,43,42.184,1891.484,Hand_raised
128,83.758,16891.392,-31,73,57,-86.987,3402.786,40,-3,58,98.82,3462.484,-36,124,45,-81.158,2120.85,28,-47,43,43.152,1891.484,Hand_raised
127,83.709,16759.428,-30,79,64,-88.21,4222.848,39,-4,60,98.531,3770.4,-32,131,40,-85.711,1633.84,27,-48,43,42.184,1891.484,Hand_raised
143,93.202,21117.382,-48,7,54,61.557,3054.024,44,0,66,101.31,4562.184,-58,13,59,-94.844,3522.182,35,-55,54,55.437,3054.024,Hand_raised
142,94.028,20969.708,-51,6,56,62.526,3167.136,43,1,66,100.46,4562.184,-60,11,59,-97.722,3522.182,34,-54,53,55.713,2830.942,Hand_raised
145,93.158,21868.32,-51,4,57,59.886,3402.786,44,-2,64,102.529,4222.848,-60,9,61,-101.31,3833.24,35,-55,53,53.344,2830.942,Hand_raised
99,92.891,10264.914,-82,27,71,65.956,5130.886,69,27,92,122.137,8671.92,-56,-3,82,-176.511,6956.388,74,-16,39,13.325,1592.994,Leaning_forward
91,94.399,8577.66,-82,30,72,67.319,5429.376,70,45,82,132.039,6956.388,-51,-2,90,-178.091,8483.4,80,4,40,30.964,1633.84,Leaning_forward
90,106.639,8483.4,-63,25,66,80.538,4562.184,67,41,81,127.011,6871.554,-27,-12,84,174.56,7389.984,67,-1,51,21.595,2724.114,Leaning_forward
88,106.39,8018.384,-62,22,65,85.601,4288.83,65,38,83,124.261,7041.222,-22,-15,86,174.685,7565.936,67,-4,44,19.654,1935.472,Leaning_forward
89,107.622,8109.502,-66,21,63,83.66,4156.866,62,37,82,121.562,6956.388,-25,-14,90,175.553,8483.4,61,-5,46,18.825,2167.98,Leaning_forward
77,90.744,6048.35,-39,5,58,81.18,3462.484,43,12,57,107.176,3402.786,-19,-27,49,173.019,2463.328,31,-19,40,9.926,1633.84,Leaning_forward
70,93.27,5058.62,-37,1,61,79.778,3833.24,43,1,58,103.799,3462.484,-19,-34,48,169.38,2413.056,27,-28,46,0.0,2167.98,Leaning_forward
77,90.0,6048.35,-38,0,65,80.395,4288.83,43,-1,60,102.426,3770.4,-15,-36,57,173.991,3402.786,23,-26,53,-9.638,2830.942,Leaning_forward
83,90.0,7041.222,-38,4,67,82.349,4631.308,41,1,61,101.31,3833.24,-15,-30,55,180.0,3110.58,20,-22,56,-14.281,3167.136,Leaning_forward
80,90.716,6535.36,-36,4,68,84.123,4700.432,44,4,60,102.426,3770.4,-12,-28,55,-176.878,3110.58,20,-18,61,-14.036,3833.24,Leaning_forward
78,89.265,6371.976,-37,5,68,83.29,4700.432,44,5,59,102.633,3522.182,-11,-27,60,-177.138,3770.4,19,-16,64,-13.392,4222.848,Leaning_forward
78,87.797,6371.976,-37,5,68,83.29,4700.432,44,5,58,102.848,3462.484,-10,-30,61,178.122,3833.24,19,-16,65,-14.25,4288.83,Leaning_forward
74,103.109,5580.192,-79,15,77,66.413,6048.35,76,28,75,132.839,5891.25,-50,-24,89,176.143,8109.502,75,-5,54,11.725,3054.024,Leaning_forward
61,92.816,3833.24,-39,4,69,80.942,4986.354,44,4,62,104.931,3896.08,-12,-36,65,170.395,4288.83,24,-22,57,-7.001,3402.786,Leaning_forward
64,87.316,4222.848,-39,2,69,82.569,4986.354,40,2,64,100.784,4222.848,-16,-34,55,177.917,3110.58,24,-23,46,-16.113,2167.98,Leaning_forward
114,91.507,13611.144,-37,-18,71,93.225,5130.886,46,-4,70,104.826,5058.62,-29,-17,73,-99.335,5504.784,40,-44,32,23.429,1005.44,Leaning_forward
118,91.456,14459.484,-35,-19,72,97.125,5429.376,48,-2,70,106.39,5058.62,-27,-17,75,-95.332,5891.25,45,-46,33,36.529,1140.546,Leaning_forward
121,91.893,15207.28,-34,-18,73,98.569,5504.784,49,-1,70,108.178,5058.62,-26,-17,75,-94.574,5891.25,47,-46,34,39.174,1175.108,Leaning_forward
117,91.958,14336.946,-29,-17,75,101.459,5891.25,51,0,68,109.486,4700.432,-4,-23,71,-120.141,5130.886,48,-43,35,35.91,1209.67,Leaning_forward
117,91.469,14336.946,-27,-17,75,101.459,5891.25,51,-1,68,110.556,4700.432,0,-24,72,-123.69,5429.376,48,-43,36,33.69,1357.344,Leaning_forward
117,90.979,14336.946,-26,-16,75,101.459,5891.25,52,-1,68,110.556,4700.432,1,-24,70,-124.592,5058.62,49,-43,36,33.69,1357.344,Leaning_forward
117,90.979,14336.946,-26,-16,75,101.459,5891.25,52,-1,68,110.556,4700.432,1,-24,70,-124.592,5058.62,49,-43,36,33.69,1357.344,Leaning_forward
85,81.203,7477.96,-36,2,68,82.461,4700.432,41,5,54,101.725,3054.024,-8,-31,66,-178.264,4562.184,25,-24,42,5.44,1847.496,Leaning_forward
67,102.804,4631.308,-77,15,76,63.435,5969.8,70,23,65,125.64,4288.83,-50,-16,88,-176.748,8018.384,71,-11,39,20.726,1592.994,Leaning_forward
87,82.147,7927.266,-37,9,68,88.315,4700.432,45,12,47,117.646,2215.11,-1,-24,73,-179.215,5504.784,37,-13,39,11.592,1592.994,Leaning_forward
91,79.303,8577.66,-33,5,68,93.366,4700.432,46,4,50,112.011,2513.6,1,-30,63,177.274,4156.866,34,-17,43,-6.633,1891.484,Leaning_forward
89,76.43,8109.502,-32,2,69,91.66,4986.354,46,1,51,110.556,2724.114,1,-34,64,177.316,4222.848,40,-22,30,-3.814,942.6,Leaning_forward
85,74.332,7477.96,-31,-1,70,90.818,5058.62,41,0,50,101.535,2513.6,1,-35,63,-179.091,4156.866,29,-20,35,-16.39,1209.67,Leaning_forward
84,74.148,7389.984,-31,-3,70,90.818,5058.62,41,-1,51,98.915,2724.114,1,-36,64,-177.316,4222.848,28,-21,35,-17.928,1209.67,Leaning_forward
85,73.686,7477.96,-29,-2,70,92.454,5058.62,42,0,49,99.273,2463.328,4,-35,64,-177.316,4222.848,30,-21,32,-12.339,1005.44,Leaning_forward
84,72.848,7389.984,-30,-3,70,91.637,5058.62,42,-1,50,100.204,2513.6,3,-36,63,-177.274,4156.866,30,-22,32,-12.339,1005.44,Leaning_forward
98,83.019,9853.312,-23,0,67,96.809,4631.308,34,3,51,87.754,2724.114,-8,-24,28,-137.862,791.784,19,-3,49,-54.058,2463.328,Leaning_forward
99,83.089,10264.914,-23,-5,72,100.376,5429.376,33,1,52,87.797,2777.528,-6,-29,31,-131.186,974.02,17,-3,53,-54.211,2830.942,Leaning_forward
99,84.806,10264.914,-24,-8,69,100.823,4986.354,32,2,53,87.839,2830.942,-11,-27,32,-113.429,1005.44,15,-3,54,-53.973,3054.024,Leaning_forward
123,78.326,15845.106,-43,-13,77,72.031,6048.35,41,13,50,117.072,2513.6,-50,-56,15,126.87,235.65,44,-4,20,-32.905,377.04,Leaning_forward
105,85.643,11546.85,-30,-14,76,109.148,5969.8,29,-2,69,100.008,4986.354,-37,-46,38,-11.889,1432.752,23,-14,50,-60.396,2513.6,Leaning_forward
95,87.589,9253.19,-33,-12,77,104.216,6048.35,26,0,64,92.684,4222.848,-23,-41,17,-96.71,267.07,15,-9,51,-60.945,2724.114,Leaning_forward
110,88.438,12442.32,-36,-16,70,97.326,5058.62,29,-7,60,89.045,3770.4,-12,-41,43,-154.026,1891.484,17,-37,23,0.0,505.862,Leaning_forward
118,88.059,14459.484,-37,-16,69,94.97,4986.354,33,-6,59,90.971,3522.182,-10,-42,50,-159.044,2513.6,20,-37,26,4.399,653.536,Leaning_forward
89,61.133,8109.502,-56,17,69,66.371,4986.354,34,12,58,96.882,3462.484,-47,-21,47,164.219,2215.11,35,-22,10,68.199,94.26,Leaning_forward
38,86.987,1432.752,-41,38,38,74.876,1432.752,54,25,49,120.174,2463.328,-36,7,31,127.235,974.02,65,-7,21,84.56,461.874,Leaning_forward
37,94.635,1395.048,-40,34,40,88.568,1633.84,56,29,45,123.341,2120.85,-25,-2,45,135.0,2120.85,65,-2,25,74.358,628.4,Leaning_forward
126,82.255,16627.464,-47,-1,70,63.8,5058.62,41,16,50,112.011,2513.6,-61,-45,25,99.09,628.4,44,-6,13,-17.103,163.384,Leaning_forward
32,93.576,1005.44,-49,23,45,83.66,2120.85,46,31,43,114.228,1891.484,-33,-12,44,147.031,1935.472,50,-6,35,73.61,1209.67,Leaning_forward
82,90.0,6956.388,-42,6,71,82.776,5130.886,44,9,67,91.71,4631.308,-17,-39,61,163.034,3833.24,30,-36,37,36.254,1395.048,Leaning_forward
100,90.0,10368.6,-44,0,72,80.407,5429.376,42,8,63,94.538,4156.866,-23,-40,54,170.538,3054.024,30,-34,35,36.87,1209.67,Leaning_forward
134,87.436,18525.232,-34,-16,83,87.93,7041.222,39,-9,48,97.125,2413.056,-23,-62,27,160.907,763.506,34,-45,29,54.689,820.062,Leaning_forward
140,87.138,20234.48,-33,-10,72,86.82,5429.376,38,-11,45,100.081,2120.85,-23,-58,33,135.0,1140.546,35,-47,29,61.699,820.062,Leaning_forward
138,87.096,19945.416,-31,-8,68,87.474,4700.432,38,-12,46,98.653,2167.98,-20,-55,37,133.919,1395.048,35,-48,29,66.038,820.062,Leaning_forward
76,77.229,5969.8,-49,22,72,64.502,5429.376,46,15,57,105.255,3402.786,-45,-13,39,172.694,1592.994,31,-13,44,1.302,1935.472,Leaning_forward
68,73.94,4700.432,-53,17,73,59.967,5504.784,44,11,56,107.475,3167.136,-49,-15,45,178.727,2120.85,30,-16,45,0.0,2120.85,Leaning_forward
65,74.055,4288.83,-55,16,74,59.3,5580.192,44,11,54,108.104,3054.024,-51,-16,46,180.0,2167.98,29,-15,46,1.245,2167.98,Leaning_forward
62,74.181,3896.08,-56,15,73,58.903,5504.784,43,10,54,107.103,3054.024,-50,-17,49,180.0,2463.328,28,-16,46,1.245,2167.98,Leaning_forward
126,84.56,16627.464,-30,-6,71,78.69,5130.886,37,17,52,114.624,2777.528,-28,-50,24,133.363,603.264,43,-1,15,-45.0,235.65,Leaning_forward
87,78.818,7927.266,-49,21,73,62.387,5504.784,45,20,54,109.44,3054.024,-45,-12,41,178.603,1674.686,32,-5,45,-1.273,2120.85,Leaning_forward
72,76.35,5429.376,-55,19,75,59.689,5891.25,43,14,55,106.798,3110.58,-51,-12,46,-175.03,2167.98,29,-12,45,-1.273,2120.85,Leaning_forward
68,76.569,4700.432,-54,18,73,58.903,5504.784,46,14,57,107.176,3402.786,-50,-13,45,-178.727,2120.85,30,-14,48,1.193,2413.056,Leaning_forward
