LWN,RWN,LWLS,RWRS,LWRE,RWLE,LWRH,LELH,RWLH,RERH,LHRHMN,LWRW,LERE,LEA,REA,RSA,LSA,LHTA,RHTA,ETRI,WTRI,HTRI,Pose 
124.1491,162.0154,53.2259,114.826,172.2905,134.9518,132.2762,113.2784,78.1025,111.072,217.2953,72.0694,243.1666,39.3999,62.7744,42.2386,49.749,86.2916,93.7084,16929.5748,5036.1643,2844.0607,Hand_on_chin
129.5569,159.4522,66.242,117.3882,162.1512,122.262,120.2165,111.072,79.404,108.1896,220.9779,52.4786,239.3011,45.8363,60.8032,40.6329,43.5432,84.202,95.798,17377.8755,3749.2346,2079.7426,Hand_on_chin
148.0844,49.2544,116.0431,32.573,41.0122,159.9625,45.618,71.8471,160.256,46.9574,195.0449,99.0,159.3142,63.1052,16.2198,11.3197,30.9602,117.5094,62.4906,12593.9452,4882.0277,4800.5431,Hand_on_chin
157.334,89.9444,119.4738,53.7122,39.2938,106.0754,46.8722,60.4401,126.8267,50.448,201.2213,77.666,130.2459,72.4773,36.0375,6.1769,19.9138,121.6436,58.3564,10320.9107,4742.3952,3115.3632,Hand_on_chin
515.4697,1419.0906,309.3865,1326.3393,952.7109,205.762,1201.7092,372.0215,167.3858,392.0421,1580.8975,903.6753,896.8194,20.6414,106.7112,4.3329,8.814,69.5281,110.4719,552316.4741,437047.8224,309304.3148,Hand_on_chin
522.9799,1413.7341,311.5205,1297.9029,989.5706,214.6718,1210.0417,328.6944,132.1968,361.9517,1562.3041,894.0022,913.2897,20.4738,103.2332,4.8481,8.994,79.0557,100.9443,573287.0756,432522.0335,299089.9315,Hand_on_chin
497.5339,1389.7288,318.6534,1305.2176,947.7489,275.4088,1113.9502,292.0616,19.2354,331.7484,1425.9352,897.4687,921.5856,19.9862,109.0093,6.0378,10.9089,70.3933,109.6067,539306.7377,422878.3627,252922.7079,Hand_on_chin
182.0989,157.28,160.4151,97.0824,52.0096,216.5849,69.1158,97.0,191.4419,110.5712,257.9922,86.2844,182.2224,70.8477,86.565,24.15,23.4208,118.8503,61.1497,15910.3863,7100.4327,5276.6376,Hand_on_chin
1101.7427,1225.3673,893.2239,1194.1943,370.2648,186.9438,506.5659,357.1582,412.0218,578.9827,1593.5671,488.6226,1018.974,66.9121,90.7869,18.0146,5.8779,71.3036,108.6964,615001.6674,278342.6058,111714.4536,Hand_on_chin
566.0,1361.212,242.2003,1316.2773,932.4344,292.0719,1244.5099,454.0242,218.1467,602.854,1640.1473,798.2042,969.6649,12.803,108.4543,8.2768,11.71,56.7617,123.2383,561936.1771,384330.262,286491.7375,Hand_on_chin
1121.8257,1354.0166,892.2023,1260.3146,446.7001,303.0808,550.2454,330.0242,135.5655,515.8382,1544.3622,359.8027,958.8123,73.3099,107.5014,9.6191,10.5539,52.2262,127.7738,565832.7456,221327.1188,57092.5411,Hand_on_chin
723.2607,1347.4439,471.2462,1315.7086,762.3156,256.1347,1003.6478,347.9555,146.1232,515.8236,1556.8844,627.1148,939.9878,27.8736,109.0608,6.6168,9.3538,54.7267,125.2733,548091.5133,324503.4793,175568.7018,Hand_on_chin
872.0396,1336.4359,665.8686,1308.723,593.68,294.4962,684.448,294.9847,8.9443,355.7879,1403.423,512.9698,973.5225,50.5825,106.6312,7.6624,13.4382,54.0597,125.9403,558947.8436,281838.5614,88192.4897,Hand_on_chin
1103.7482,1341.2282,894.8726,1303.6583,446.7057,274.4012,480.8347,314.7269,54.4518,392.0459,1444.4475,374.0013,920.194,81.0172,107.8662,7.1556,10.7236,59.5026,120.4974,524998.3494,227004.2738,49081.2636,Hand_on_chin
593.0211,1336.8339,313.6702,1292.8995,887.3156,246.2945,1075.9094,314.892,96.3328,437.127,1481.3239,745.7808,929.396,17.5513,105.5382,8.0808,9.9276,63.327,116.673,535864.3716,359670.5741,215806.3522,Hand_on_chin
386.435,1140.7796,381.6019,1283.0588,867.8767,232.3123,962.3456,270.6474,45.793,284.8105,1226.4175,767.0528,942.3529,23.1688,104.4944,7.4571,11.8602,22.5395,157.4605,482011.4965,291647.1786,193257.922,Hand_on_chin
350.7706,1111.9685,284.6085,1286.904,913.6329,170.8157,1102.6536,277.3464,112.8938,374.9773,1282.6326,761.4473,885.2937,14.0742,103.5097,5.6747,9.7744,21.9078,158.0922,443741.5636,278424.9802,231311.1612,Hand_on_chin
326.7109,1122.1484,319.0376,1326.9423,926.3973,207.2004,1045.5582,278.0018,70.8025,319.5309,1221.6262,796.1087,915.0,16.4758,104.5023,7.0859,10.5607,13.557,166.443,450139.1416,288288.9767,221791.0186,Hand_on_chin
184.0027,174.1522,154.8063,108.6002,43.382,237.3942,75.2396,111.7318,196.8146,99.6243,267.543,91.7606,188.9391,64.5038,84.7428,14.6253,28.8913,118.7706,61.2294,17659.115,7945.1079,5643.6939,Hand_on_chin
712.845,1084.1886,560.2071,1238.3978,540.4896,129.2826,755.3575,382.382,318.3237,605.688,1406.963,541.7647,963.4698,42.2872,98.3381,16.0854,6.8739,33.6848,146.3152,478899.3589,237455.7331,143699.5147,Hand_on_chin
323.6495,1071.105,194.7332,1338.7804,908.0666,147.9595,1229.0749,486.3342,403.4414,539.787,1470.8835,764.9869,1002.2774,12.8299,100.818,6.2763,13.1448,30.0647,149.9353,500621.7627,264918.1459,310013.8431,Hand_on_chin
297.3163,1114.9695,225.6302,1353.1245,939.0341,147.2005,1119.9201,315.6913,178.059,336.5739,1267.3092,853.5854,948.8546,14.3141,102.6229,5.4213,16.2124,20.9683,159.0317,483404.215,296805.0892,267800.9351,Hand_on_chin
1077.4809,475.0379,1060.2717,368.3477,347.9598,1049.2173,272.9469,639.1322,978.115,303.4337,1327.1798,606.4322,1137.0018,77.1518,29.5384,6.6217,29.1852,122.089,57.911,600587.278,235138.754,167753.9446,Hand_on_chin
1078.5416,430.2278,1067.4441,353.2435,322.4438,1063.1924,464.5622,612.1479,1132.7899,493.1247,1490.606,651.9663,1124.2153,77.169,29.2975,3.1661,23.8874,109.1062,70.8938,599327.2224,245660.0291,241818.2418,Hand_on_chin
1107.773,462.4327,1060.0061,320.6556,334.3202,1079.6022,397.0793,617.0122,1123.8705,449.3306,1486.6856,647.584,1149.7313,76.6607,26.294,6.6258,25.0313,117.0399,62.9601,631386.3415,254060.4161,228809.4458,Hand_on_chin
1151.2254,449.8111,1068.9902,307.3792,360.6619,1086.0755,403.2766,613.7703,1121.2502,422.8392,1483.2562,704.5069,1129.9367,78.203,25.1263,4.0362,25.5766,114.307,65.693,629618.2049,281746.0714,241031.0869,Hand_on_chin
1089.4278,523.4549,1061.245,348.8624,364.1881,1079.7074,341.9737,557.8826,1000.4384,394.5542,1386.3824,584.0856,1149.0435,77.4344,24.913,7.4614,24.9863,125.2331,54.7669,615812.6238,234570.5554,173025.5037,Hand_on_chin
1129.7655,532.0085,1081.6007,355.0127,292.3508,1061.1173,342.5858,585.5459,1060.7667,382.8969,1471.0014,599.8341,1135.4233,75.3579,27.8131,5.6427,24.4819,111.209,68.791,642704.3582,249084.92,195090.0614,Hand_on_chin
1256.0195,594.6974,1087.4751,377.8306,376.1968,1053.0432,218.7099,409.4533,971.9588,237.6931,1367.8085,692.6832,1121.9028,82.6293,26.1933,8.853,20.8927,90.2356,89.7644,661842.4546,318497.3007,166734.7933,Hand_on_chin
188.0665,147.8005,168.8076,81.3019,60.7454,237.0084,73.5527,99.6393,226.9824,121.8031,264.5019,115.9741,193.1968,73.3949,55.8164,28.7855,21.8588,105.9655,74.0345,16728.056,9213.2856,8368.892,Hand_on_chin
1270.0142,681.5754,1078.0339,485.4534,380.6954,917.4748,324.4996,598.0209,1134.7409,426.8782,1656.1208,589.4107,1167.4416,79.0623,34.1893,13.224,18.0641,100.3217,79.6783,721362.9874,287528.7311,204258.9338,Hand_on_chin
1236.0405,591.7719,1094.8973,396.6913,338.8953,1000.7642,483.1201,719.6562,1161.8718,539.7379,1675.4699,652.2469,1114.5497,80.4987,28.3232,3.8747,25.0803,95.7059,84.2941,641270.6317,297584.4697,250939.0627,Hand_on_chin
1230.2963,531.8364,1093.9927,384.3293,352.881,1052.0076,290.0,487.4833,1063.4773,389.5959,1471.6346,707.3818,1117.0318,80.1898,29.3939,6.4178,21.4343,96.8559,83.1441,640479.6652,310995.1275,215834.0553,Hand_on_chin
1210.1178,674.1699,1087.9821,476.3245,311.636,1003.1017,324.649,531.2071,1000.085,365.847,1519.8231,542.4039,1129.4255,76.5202,32.7615,5.6768,21.6737,98.5353,81.4647,668423.4921,255260.6186,162590.3215,Hand_on_chin
1200.7348,559.716,1067.2661,399.7862,315.3918,1051.1118,272.3472,507.3066,1008.946,305.308,1427.4842,654.4387,1093.8455,77.9818,29.1272,4.4172,23.7206,95.5018,84.4982,631715.078,287217.7939,185454.6492,Hand_on_chin
1214.0432,589.9975,1078.9277,403.2766,317.1656,1030.0796,345.5894,537.0857,1043.8012,389.1658,1500.0187,643.5293,1106.1157,79.3607,30.4077,3.404,22.9748,84.3106,95.6894,630913.2262,289134.9605,201182.7621,Hand_on_chin
1218.8979,524.8543,1095.2758,368.6475,266.9569,1069.7481,269.1338,532.1325,1084.6161,326.792,1478.0424,700.1028,1088.5628,78.17,27.2596,4.0953,23.3218,96.0785,83.9215,638202.2112,304777.2137,219862.1837,Hand_on_chin
1209.4284,538.1988,1081.8156,381.5403,295.1779,1044.3802,279.4011,484.8144,987.9013,316.6212,1417.8174,683.9481,1098.0041,79.9804,28.5111,4.5344,24.1107,89.6018,90.3982,630421.0515,297977.2089,194994.1903,Hand_on_chin
1322.571,466.9839,1218.7654,281.4001,574.0601,1045.1306,445.8004,560.0357,1065.1207,477.8337,1499.814,863.3076,1175.7878,97.3547,21.4726,9.6458,22.3446,120.21,59.79,656909.6277,385433.0025,262514.0101,Hand_on_chin
1336.385,468.5264,1199.2664,313.7897,545.4631,1061.4452,440.0477,644.0505,1251.8023,481.2692,1625.9044,868.6726,1176.9656,95.052,23.7519,9.4269,19.651,118.2409,61.7591,690667.4866,391884.2218,315076.8416,Hand_on_chin
185.3106,226.9207,153.675,120.283,81.6149,261.1551,89.0225,115.2562,213.3589,112.1606,273.0018,120.204,222.3241,68.9407,121.2327,31.5715,27.5047,84.6602,95.3398,20028.9203,11915.4008,7469.4112,Hand_on_chin
1204.4982,621.1361,995.2929,385.8769,472.0519,877.5631,1041.9295,1154.25,1683.238,1037.3823,2222.2019,598.6936,1280.4163,83.877,27.698,16.7933,16.6815,101.6793,78.3207,743117.7544,272504.9856,392718.2593,Hand_on_chin
1403.4073,445.8217,1255.0323,347.0231,586.0256,1049.4003,277.9964,578.9128,1146.1802,421.5875,1509.5206,958.7852,1232.0106,99.5648,24.4975,16.6024,22.3022,113.434,66.566,718453.5053,443104.3188,280767.8608,Hand_on_chin
1205.2095,472.0678,1126.8682,173.2801,531.6775,1106.7922,506.1867,739.0514,1333.6341,722.2202,1710.7704,741.4917,1304.1787,82.693,13.511,25.0869,21.8903,117.8626,62.1374,722186.0674,310240.6445,326347.1961,Hand_on_chin
1156.0363,441.9525,1094.9721,229.1724,513.2183,1073.3466,407.0037,585.7824,1227.8477,625.5853,1569.8618,715.6494,1277.4795,81.149,17.8804,25.0761,19.3865,119.3806,60.6194,697919.7392,285774.5905,278714.0723,Hand_on_chin
1098.0842,386.8462,1098.4284,293.6205,405.2876,1020.201,481.9232,700.4035,1301.2398,628.4775,1608.8699,716.0091,1200.8718,81.5231,22.4429,18.2852,20.4064,124.8228,55.1772,635234.8453,265395.1782,311349.3768,Hand_on_chin
1131.6647,403.8874,1144.8009,252.9368,393.2239,1084.1716,440.0932,651.7239,1308.9003,628.2332,1610.3616,727.8599,1221.2358,80.9233,19.7723,19.062,19.0996,125.2797,54.7203,661462.4889,279409.5654,310508.0646,Hand_on_chin
400.5509,1305.4999,82.807,1258.7394,1062.2114,456.9464,1402.6935,606.4363,652.1081,972.869,1720.8223,927.5522,1112.4828,4.3003,105.5564,25.0618,0.3118,51.7224,128.2776,589782.3441,392787.742,407194.4716,Hand_on_chin
309.9306,1309.0046,29.1548,1201.0383,1155.2627,581.32,1497.9413,622.213,632.3686,956.0272,1703.2748,999.3488,1221.0115,2.1603,100.8283,26.2272,9.124,36.5467,143.4533,655440.459,404427.8549,456266.6132,Hand_on_chin
327.0122,1291.7275,108.4528,1175.6232,1140.6213,550.4689,1444.5972,582.2379,610.0205,816.6186,1661.9074,966.938,1134.3659,4.2331,102.3639,20.6731,6.1529,27.4427,152.5573,620674.5256,390984.5168,419200.3613,Hand_on_chin
890.2247,1085.288,582.7667,946.2753,501.9582,225.5682,504.5285,302.2747,171.8982,338.3859,1246.2594,200.125,738.3123,69.8723,100.4455,9.7645,8.4866,74.1296,105.8704,352636.9147,98812.0161,29172.9755,Hand_on_chin
188.7988,188.6611,161.8394,115.2562,37.6962,236.0275,73.1642,88.2383,213.3284,98.4886,265.4553,99.0051,176.2385,70.0171,85.259,23.6911,19.7502,103.0906,76.9094,16636.8093,9015.5094,6686.5067,Hand_on_chin
1130.0637,1561.2485,703.3761,1222.5878,796.3372,759.6427,728.1607,399.5059,561.2575,357.9679,1524.6292,689.2003,905.7974,61.4252,137.168,10.3202,7.5177,79.3279,100.6721,534829.5244,454365.5957,71208.9301,Hand_on_chin
965.2989,1202.7689,679.7978,1086.2859,379.796,190.5072,384.6687,192.6058,34.0588,247.873,1231.4285,308.8252,703.708,71.5158,108.4536,6.1958,7.0519,73.4851,106.5149,365264.6792,166692.9753,29587.0411,Hand_on_chin
715.9567,1161.8335,426.0188,1019.3194,600.414,187.5153,657.2747,147.136,142.6359,294.1241,1251.3133,446.0549,725.8498,28.8358,104.2861,9.4175,3.6531,79.9555,100.0445,386119.1161,209394.6715,75101.746,Hand_on_chin
440.4464,944.8476,176.7852,891.8369,874.9457,235.2552,1037.6767,161.3072,386.1049,266.0846,1333.1378,509.433,655.7721,12.2568,77.8395,4.0486,1.6104,77.7668,102.2332,371124.8777,176193.9659,176997.1853,Hand_on_chin
429.5544,1091.6103,162.3884,987.549,924.5783,60.0083,1081.1683,203.8872,263.6152,255.5191,1348.8621,676.4259,622.7231,12.7372,88.1067,4.1716,1.2064,87.8368,92.1632,351756.955,256167.4544,224105.3218,Hand_on_chin
439.2596,1110.752,138.7552,1002.5019,928.5914,69.2604,1081.5272,172.1859,241.4063,257.7305,1360.4158,685.0117,601.3402,9.9668,89.6266,4.2601,1.4408,78.9698,101.0302,348390.9438,264428.982,223167.9845,Hand_on_chin
405.7647,1115.2417,159.0283,992.2107,942.6134,30.8707,1077.4994,167.7647,197.1446,243.0823,1323.0905,727.4648,593.9175,11.7982,91.8787,4.8808,3.2119,78.6336,101.3664,337092.3312,275070.0181,225645.2353,Hand_on_chin
360.1999,913.1758,219.8568,1045.6357,814.7914,121.7539,922.7838,146.2498,220.5108,223.618,1181.0556,610.3196,570.4358,16.8334,88.1164,5.6367,6.3744,41.9309,138.0691,301222.2746,190252.9989,172118.3073,Hand_on_chin
1182.9328,442.069,1051.0804,335.7529,52.3927,783.8622,112.7918,190.2866,879.4618,160.9006,1257.0036,742.4453,614.0293,96.3101,26.726,0.8618,6.0779,83.3773,96.6227,337091.0492,301484.7269,184048.6706,Hand_on_chin
1240.3427,483.1749,1090.6924,326.0491,103.1213,788.6146,104.4031,223.9866,894.629,183.0027,1297.2129,758.1688,624.0969,98.1214,26.4785,1.008,7.1669,83.7914,96.2086,347616.1524,326595.9163,188924.5296,Hand_on_chin
91.7878,110.4627,54.5711,39.1152,163.6857,165.0121,201.7251,82.6196,189.2327,82.2922,274.7331,61.5224,185.2701,23.7883,18.3211,15.5337,16.0249,83.7808,96.2192,18975.0951,2977.2068,5495.7148,Hand_on_chin
1492.5096,841.4868,1364.2786,630.1651,227.0352,206.6519,195.7396,354.391,560.9848,260.4093,1396.6432,812.7613,578.16,133.6345,51.0436,9.8873,6.6705,72.1433,107.8567,325740.355,463825.6817,124137.4889,Hand_on_chin
1384.3851,802.033,1219.438,604.8107,179.4464,394.0013,106.4707,252.002,578.1505,180.5464,1347.7508,721.5435,630.9842,111.0843,52.6332,3.4921,4.8863,86.6539,93.3461,362388.5211,386839.7192,107962.1118,Hand_on_chin
1160.431,818.0428,1244.5887,680.6416,156.205,280.0446,113.565,224.831,423.8585,207.3861,1187.0195,571.638,633.1422,111.5793,68.3079,4.9122,2.4565,114.4554,65.5446,312512.464,275070.8293,71186.29,Hand_on_chin
1135.1493,387.7693,1196.5053,208.6552,110.1635,801.1773,100.02,164.7119,878.2511,143.1782,1138.4931,747.3801,640.0625,107.7366,17.0039,4.9279,3.3121,111.1003,68.8997,322408.5716,284549.7565,175322.8687,Hand_on_chin
1131.1675,380.8884,1196.9231,210.0119,80.8084,818.1302,123.0163,172.4094,905.1729,153.9123,1170.5094,750.4932,646.7434,105.614,17.1764,5.0306,3.1785,109.8852,70.1148,333039.2854,283676.9878,188737.9352,Hand_on_chin
1162.7386,389.882,1229.3689,162.4838,127.3185,855.7406,135.1814,182.5842,966.4,119.8165,1180.1017,775.4257,598.4689,107.5981,11.4963,2.7337,1.6083,113.921,66.079,311439.2676,300737.0476,203131.6546,Hand_on_chin
1065.575,269.3121,1199.5282,334.6595,157.5817,816.4196,128.0352,127.0157,846.3025,63.0635,1018.4019,828.9083,608.2269,103.3953,28.0319,0.477,5.3923,124.0257,55.9743,290304.7774,272475.5577,172083.4681,Hand_on_chin
1080.7229,324.0895,1240.8336,328.562,159.7655,760.0132,126.0873,172.6268,835.9354,92.0272,1067.8354,795.7085,610.8036,105.1514,27.3415,0.0483,4.8845,125.4755,54.5245,293459.3734,275127.0697,172304.6517,Hand_on_chin
1071.7845,253.002,1214.7576,305.3801,155.467,835.7422,106.4519,157.0127,910.434,103.1213,1064.487,841.1896,613.7467,104.7178,25.2842,0.028,4.2345,125.6285,54.3715,293405.4633,275631.1583,195187.0386,Hand_on_chin
1044.7282,292.8515,1198.227,331.0015,159.0,780.1666,104.7378,177.5641,862.8169,117.5457,1063.4895,787.4192,593.043,103.2147,28.4304,1.9101,4.9606,124.86,55.14,279461.2494,259251.7934,178201.0074,Hand_on_chin
94.0479,113.842,55.3173,53.8516,170.4494,152.794,202.0817,80.604,180.0139,80.9938,278.6831,52.2015,184.0109,23.9102,24.7351,16.8659,15.1303,81.3178,98.6822,19567.7629,2638.7926,4638.195,Hand_on_chin
716.963,563.4252,554.1931,313.0399,561.6805,658.4588,872.7846,431.2922,1062.8438,354.3021,1566.6214,170.0,352.7506,41.6223,22.9989,5.5092,18.2311,86.7873,93.2127,217328.8991,54328.0344,80932.8784,Hand_on_chin
1025.457,445.88,852.8001,373.7767,185.2701,758.428,348.8624,258.9073,993.6529,164.0732,1360.3533,595.8062,390.2166,77.4664,27.6616,0.1403,12.0886,83.8829,96.1171,230685.0422,218190.2193,198955.8326,Hand_on_chin
527.8532,461.1908,399.392,348.7263,685.0066,709.3582,760.8975,179.6719,888.9348,82.2982,1269.508,81.0062,454.9736,30.5677,25.6103,0.5743,5.3686,80.294,99.706,260331.425,20007.9712,31587.2142,Hand_on_chin
512.6646,480.635,311.3535,377.3274,754.7086,751.4153,897.3138,161.756,913.1594,148.0979,1338.5004,131.7004,440.2556,20.9732,27.4938,3.0991,4.8895,80.6237,99.3763,261875.4236,32432.8991,55709.8993,Hand_on_chin
521.1766,540.2157,309.1294,365.5598,766.9844,710.2514,868.307,136.0147,845.5395,102.489,1307.7685,168.9615,455.3965,21.422,26.9546,3.2483,3.9905,82.2086,97.7914,271852.5148,44269.2117,66217.9685,Hand_on_chin
603.8021,557.3661,363.0565,359.9472,703.6967,682.3672,786.2264,147.2583,828.0217,91.0879,1309.0859,167.0449,468.9755,25.1218,26.6741,1.4057,4.2975,84.3789,95.6211,279730.4582,48026.572,61312.3638,Hand_on_chin
526.1559,528.2471,328.6716,358.7102,766.6114,730.9514,878.4828,148.3543,874.2751,112.272,1331.2348,147.0,470.0234,24.2324,26.4639,3.7834,2.979,84.5625,95.4375,283098.1532,38370.9599,59475.4102,Hand_on_chin
327.4156,358.4243,155.3963,209.0287,862.1027,795.4131,947.7769,108.4666,901.4882,89.1852,1054.9347,437.0732,463.476,9.4201,14.9865,2.8173,3.5062,72.7973,107.2027,222765.4964,57850.8346,172708.9867,Hand_on_chin
373.8034,387.7525,141.598,191.0838,856.2068,813.5435,931.2379,90.7855,903.8722,75.1665,1050.4409,487.2628,466.429,7.2766,13.123,3.5551,3.7688,74.3164,105.6836,228211.3155,71315.4665,184620.3902,Hand_on_chin
344.3283,408.2218,146.219,193.8711,854.2143,790.1709,938.9468,79.712,867.7442,85.5862,1039.2401,478.3022,452.6908,7.8117,12.4445,4.7576,2.7555,69.4369,110.5631,219498.1446,69891.9865,178808.6353,Hand_on_chin
198.8416,67.7422,177.5979,47.0744,25.632,182.2224,58.3095,79.3977,209.0287,69.3758,260.2768,131.1068,160.9006,80.4301,21.2977,4.7834,16.7882,100.9687,79.0313,15979.7152,8737.6208,8625.7557,Hand_on_chin
103.2473,113.2166,56.6127,47.7074,160.8602,164.3472,182.1565,75.4321,184.3909,83.4086,271.6841,53.2353,196.4994,24.5879,22.2843,20.7533,16.2301,89.144,90.856,20568.0025,2795.5517,4445.1697,Hand_on_chin
98.656,103.0922,54.5711,50.5668,152.3975,166.2077,188.4304,85.5628,184.6781,69.2892,268.487,50.01,185.6906,23.6015,24.2904,10.5453,20.6126,90.2002,89.7998,19037.8719,2444.2627,4269.6357,Hand_on_chin
101.0198,96.1509,38.4838,36.6879,166.8203,178.7512,192.5097,88.459,196.3084,71.1126,262.052,80.399,191.2616,17.7955,17.723,13.1782,21.2714,88.9,91.1,18840.7846,3619.9646,6917.1477,Hand_on_chin
101.5135,97.1288,45.2769,35.4683,163.6826,177.8904,186.9358,82.7587,193.0233,69.3181,257.777,80.7527,188.3826,20.3633,17.1251,13.2709,19.1613,87.219,92.781,18473.2639,3664.9744,6743.1232,Hand_on_chin
108.1573,104.8094,42.72,30.4138,161.9784,181.6865,186.1317,84.1724,191.5959,68.0294,262.0558,85.8429,188.5206,19.2114,14.7925,12.569,21.0218,87.5168,92.4832,18957.8018,4183.2993,7064.7178,Hand_on_chin
105.622,103.769,42.9418,33.1059,164.5023,180.161,189.7367,87.0,191.8463,67.624,263.5949,82.3893,190.5912,19.2676,16.2418,12.5022,21.1864,88.5892,91.4108,19210.5728,3965.1866,6894.5697,Hand_on_chin
103.7304,103.3538,39.8246,37.5766,165.8945,179.5132,193.6698,89.1403,191.0838,67.4166,263.4393,83.2947,190.5151,17.9112,18.3097,10.7294,22.1222,86.313,93.687,19063.1746,3948.0482,7025.4797,Hand_on_chin
103.407,105.1903,41.5933,35.3553,168.4429,181.0442,195.8801,93.3809,193.4968,66.4831,266.6927,84.214,192.3746,18.6216,16.6992,10.931,22.4676,87.0518,92.9482,19445.0697,4018.0764,7212.5996,Hand_on_chin
157.0,60.4649,114.3547,36.3593,180.0694,203.9338,157.5627,128.7051,180.272,57.8014,188.014,166.8203,228.0197,71.1938,18.696,12.4151,43.5778,82.479,97.521,14471.2838,7075.2493,9207.2847,Hand_on_chin
156.7737,64.6375,120.204,42.5206,183.1338,208.5569,164.2833,136.7516,176.706,57.6975,189.3634,166.4692,237.019,71.4811,20.5323,10.6921,45.3662,69.1742,110.8258,14916.4336,7184.2606,9204.2951,Hand_on_chin
197.9899,66.9104,184.1955,51.0098,35.7351,173.3119,49.7393,87.8635,191.4811,54.7449,244.5619,131.1068,170.1441,85.7202,23.1986,2.9953,21.1186,101.0575,78.9425,16155.0079,8682.1159,7496.6999,Hand_on_chin
163.2483,73.1095,124.0161,40.3113,173.0722,210.3806,153.5252,132.4009,173.9713,48.3735,193.686,163.6001,234.1047,73.3496,17.7583,10.0356,44.3917,80.892,99.108,16131.6852,7891.1625,8358.4294,Hand_on_chin
157.156,68.0074,123.0041,39.6232,177.1384,205.5067,149.5761,129.2749,177.1243,64.3506,191.4452,163.8078,233.1051,76.4296,18.778,14.1272,42.5965,73.8537,106.1463,14868.791,7304.272,8708.0456,Hand_on_chin
44.3847,148.2768,31.0483,104.4031,119.8082,80.2309,116.2841,23.4307,60.4152,42.8019,137.4409,110.3087,127.0157,22.443,100.7367,24.4192,10.9362,81.5982,98.4018,7418.5379,5213.7618,2372.2774,Hand_on_chin
41.1096,163.591,36.6879,119.9208,118.5622,73.9256,141.9894,50.636,57.4891,54.4059,175.1399,124.1934,108.2959,23.4697,116.756,16.2377,2.7661,79.0887,100.9113,7006.878,6323.5054,4610.2356,Hand_on_chin
23.4307,135.0592,48.6621,122.3806,115.434,48.9183,103.1601,31.7648,52.1536,38.3275,124.5492,120.8139,90.1998,32.0014,107.2892,23.0199,12.0639,128.6988,51.3012,4783.9908,4578.9905,2952.2257,Hand_on_chin
26.1725,130.384,55.0364,120.7021,106.0424,35.4683,122.4827,47.1699,54.7083,51.6236,144.3607,112.361,84.214,34.4731,108.739,20.0911,17.6417,136.7952,43.2048,4384.1867,4236.4167,3874.5211,Hand_on_chin
25.807,139.1761,58.4209,126.8109,113.2254,51.225,128.4562,41.6773,61.131,53.2635,145.561,124.7878,92.0,36.4106,114.4825,20.94,15.4355,139.1838,40.8162,4922.2149,4883.0958,4208.2368,Hand_on_chin
22.1359,134.3726,52.9528,124.2779,113.4637,50.2096,125.9365,45.6946,54.4518,53.0094,139.6003,127.4755,90.0056,33.4275,112.0711,23.8087,14.0738,143.6918,36.3082,4478.0025,4600.8321,4297.5738,Hand_on_chin
18.868,141.2869,46.0977,134.0821,110.4355,56.0803,111.0045,28.3196,55.0727,47.0106,119.366,131.1869,86.2844,31.5447,116.4813,24.6858,13.8651,135.4448,44.5552,4168.8076,5019.7202,2831.3659,Hand_on_chin
20.6155,131.5485,48.0416,128.0352,108.0046,38.833,105.3233,30.0,48.0833,44.9444,119.366,118.0678,82.0061,30.6462,112.0093,23.7495,15.585,132.1786,47.8214,4089.8871,4330.0462,2720.8475,Hand_on_chin
201.42,103.2376,174.4018,62.6418,43.4166,155.129,66.0984,81.5659,176.6182,61.4654,266.2485,98.1835,165.003,80.5767,30.3797,5.6028,16.6733,90.6979,89.3021,17176.2726,7478.0773,5695.1192,Hand_on_chin
190.4337,55.9017,167.5381,45.1221,66.888,123.065,30.2655,81.939,176.5701,92.358,221.5203,134.5362,139.5887,104.7807,27.8127,15.9633,12.5241,95.0721,84.9279,9807.0983,8285.1826,6893.0132,Hand_on_chin
172.244,90.05,155.6567,79.3977,52.345,78.8733,46.1736,85.4225,127.9062,83.5225,214.4254,88.1192,140.2284,98.4389,50.5758,13.0731,15.682,87.9551,92.0449,9544.8055,5735.7518,3749.2121,Hand_on_chin
154.0292,49.2443,145.3444,52.4976,37.0135,111.6647,39.2938,70.0928,140.89,63.8905,187.2966,105.0048,134.4507,90.6935,31.4484,10.5243,19.6827,82.7368,97.2632,8722.2809,5333.1928,4658.9762,Hand_on_chin
69.8713,59.4643,74.3236,43.8292,97.949,111.7229,124.92,58.1378,156.1858,67.1193,191.0137,33.6155,123.0366,47.7957,25.5398,14.9942,2.9103,111.5804,68.4196,8214.1316,1053.2029,2173.7446,Hand_on_chin
61.6847,54.5711,63.8905,49.0408,118.1905,111.6647,133.6638,48.0,152.0691,61.5549,189.0608,31.5753,119.1512,38.1174,26.2217,17.0085,3.9524,106.4038,73.5962,8520.6101,884.9892,2102.2048,Hand_on_chin
57.0088,51.6624,58.4637,44.3847,123.3288,117.2007,126.8464,31.4006,145.7738,58.3095,177.4155,34.1321,117.0171,32.9998,23.9447,20.7012,4.6568,105.9891,74.0109,8484.1932,881.5485,2149.2382,Hand_on_chin
